time,price,return
2014/4/15,838.34,1.000740104
2014/4/16,821.67,0.980115466
2014/4/17,841.75,1.024438035
2014/4/18,842.28,1.000629641
2014/4/21,826.62,0.981407608
2014/4/22,827.01,1.000471801
2014/4/23,845.89,1.022829228
2014/4/24,844.45,0.998297651
2014/4/25,791.26,0.937012256
2014/4/28,782.13,0.988461441
2014/4/29,785.97,1.00490967
2014/4/30,787.37,1.001781238
2014/5/5,769.93,0.977850312
2014/5/6,772.52,1.003363942
2014/5/7,771.9,0.999197432
2014/5/8,771.95,1.000064775
2014/5/9,771.7,0.999676145
2014/5/12,773.1,1.001814176
2014/5/13,772.28,0.998939335
2014/5/14,746,0.965970891
2014/5/15,750.23,1.005670241
2014/5/16,745.47,0.993655279
2014/5/19,710.98,0.953733886
2014/5/20,696.56,0.979718136
2014/5/21,725.49,1.041532675
2014/5/22,720.92,0.993700809
2014/5/23,731.73,1.014994729
2014/5/26,737.83,1.008336408
2014/5/27,736.06,0.997601073
2014/5/28,739.61,1.004822976
2014/5/29,741.29,1.002271467
2014/5/30,736.15,0.993066141
2014/6/3,733.99,0.997065815
2014/6/4,726.21,0.989400401
2014/6/5,743.6,1.023946241
2014/6/6,737.93,0.992374933
2014/6/9,736.2,0.997655604
2014/6/10,743.74,1.010241782
2014/6/11,739.61,0.994446984
2014/6/12,733.32,0.991495518
2014/6/13,734.18,1.001172749
2014/6/16,741.92,1.010542374
2014/6/17,736.01,0.992034182
2014/6/18,737.88,1.002540726
2014/6/19,733.8,0.994470646
2014/6/20,735.96,1.002943581
2014/6/23,751,1.020435893
2014/6/24,785.88,1.04644474
2014/6/25,772.32,0.982745457
2014/6/26,769.12,0.99585664
2014/6/27,762.28,0.991106719
2014/6/30,770.96,1.011386892
2014/7/1,769.82,0.998521324
2014/7/2,771.51,1.002195318
2014/7/3,777.91,1.008295421
2014/7/4,778.24,1.000424214
2014/7/7,782.8,1.005859375
2014/7/8,772.05,0.986267246
2014/7/9,766.95,0.99339421
2014/7/10,765.86,0.998578786
2014/7/11,770.37,1.005888805
2014/7/14,813.26,1.055674546
2014/7/15,835.2,1.026977842
2014/7/16,839.33,1.004944923
2014/7/17,834.88,0.994698152
2014/7/18,874.14,1.047024722
2014/7/21,874.14,1
2014/7/22,886.19,1.013784977
2014/7/23,889.94,1.004231598
2014/7/24,887.98,0.997797604
2014/7/25,889.88,1.002139688
2014/7/28,891.89,1.002258732
2014/7/29,874.57,0.980580565
2014/7/30,860.72,0.984163646
2014/7/31,870.28,1.01110698
2014/8/1,885,1.016914097
2014/8/4,892.71,1.008711864
2014/8/5,902.75,1.011246653
2014/8/6,886.84,0.982376073
2014/8/7,872.07,0.983345361
2014/8/8,880.43,1.009586386
2014/8/11,885.48,1.005735834
2014/8/12,879.89,0.99368704
2014/8/13,882.34,1.002784439
2014/8/14,876.74,0.99365324
2014/8/15,877.18,1.000501859
2014/8/18,867.46,0.988919036
2014/8/19,861.65,0.993302285
2014/8/20,879.67,1.020913364
2014/8/21,868.65,0.987472575
2014/8/22,864.85,0.995625396
2014/8/25,862.03,0.996739319
2014/8/26,856.43,0.993503706
2014/8/27,849.1,0.991441215
2014/8/28,847.2,0.997762337
2014/8/29,859.2,1.014164306
2014/9/1,860.4,1.001396648
2014/9/2,882.72,1.025941423
2014/9/3,894.99,1.013900218
2014/9/4,896.29,1.00145253
2014/9/5,909.59,1.014838947
2014/9/9,890.97,0.979529238
2014/9/10,890.05,0.998967418
2014/9/11,879.57,0.988225381
2014/9/12,882.12,1.002899144
2014/9/15,865.61,0.981283726
2014/9/16,855.02,0.987765853
2014/9/17,859.2,1.004888775
2014/9/18,864.74,1.006447858
2014/9/19,873.43,1.010049263
2014/9/22,852.2,0.97569353
2014/9/23,855.13,1.00343816
2014/9/24,869.85,1.017213757
2014/9/25,880.71,1.012484911
2014/9/26,881.36,1.000738041
2014/9/29,882.23,1.000987111
2014/9/30,880.38,0.997903041
2014/10/8,872.78,0.991367364
2014/10/9,868.87,0.995520062
2014/10/10,863.49,0.99380805
2014/10/13,847.64,0.981644258
2014/10/14,841.17,0.992367043
2014/10/15,854.26,1.015561658
2014/10/16,854.26,1
2014/10/17,860.02,1.006742678
2014/10/20,852.09,0.990779284
2014/10/21,860.45,1.00981117
2014/10/22,863.82,1.003916555
2014/10/23,863.66,0.999814776
2014/10/24,862.73,0.998923187
2014/10/27,855.24,0.991318257
2014/10/28,861.97,1.007869136
2014/10/29,859.58,0.997227282
2014/10/30,843.94,0.981805068
2014/10/31,850.79,1.008116691
2014/11/3,844.81,0.992971238
2014/11/4,822.06,0.973070868
2014/11/5,793.61,0.965391821
2014/11/6,799.04,1.006842152
2014/11/7,803.87,1.006044754
2014/11/10,834.98,1.038700287
2014/11/11,832.7,0.997269396
2014/11/12,830.21,0.997009727
2014/11/13,823.09,0.991423857
2014/11/14,854.1,1.037675102
2014/11/17,869.09,1.017550638
2014/11/18,845.19,0.972499971
2014/11/19,831.18,0.983423846
2014/11/20,818.21,0.984395678
2014/11/21,831.51,1.016254996
2014/11/24,835.96,1.00535171
2014/11/25,839.71,1.004485861
2014/11/26,846.82,1.008467209
2014/11/27,850.79,1.004688127
2014/11/28,846.22,0.994628522
2014/12/1,869.14,1.027085155
2014/12/2,875,1.006742297
2014/12/3,895.04,1.022902857
2014/12/4,945.54,1.056422059
2014/12/5,928.11,0.981566089
2014/12/8,939.24,1.011992113
2014/12/9,938.65,0.999371833
2014/12/10,976.98,1.040835242
2014/12/11,955.1,0.977604455
2014/12/12,958.9,1.003978641
2014/12/15,999.35,1.042183752
2014/12/16,980.84,0.981477961
2014/12/17,972.37,0.991364545
2014/12/18,973.83,1.001501486
2014/12/19,981.87,1.008256061
2014/12/22,999.68,1.018138857
2014/12/23,1025.53,1.025858275
2014/12/24,994.03,0.969284175
2014/12/25,1009.07,1.015130328
2014/12/26,1018.52,1.009365059
2014/12/29,996.31,0.97819385
2014/12/30,1014.56,1.018317592
2014/12/31,1029.65,1.014873443
2015/1/5,1099.7,1.068032827
2015/1/6,1074.23,0.976839138
2015/1/7,1047.68,0.975284622
2015/1/8,1041.27,0.99388172
2015/1/9,1033.4,0.992441922
2015/1/12,1012.33,0.979610993
2015/1/13,1003.91,0.991682554
2015/1/14,994.68,0.990805949
2015/1/15,1010.38,1.015783971
2015/1/16,1010.59,1.000207843
2015/1/19,952.87,0.942884849
2015/1/20,966.99,1.014818391
2015/1/21,990.23,1.024033341
2015/1/22,984.09,0.99379942
2015/1/23,982.95,0.998841569
2015/1/26,992.62,1.009837733
2015/1/27,978.01,0.985281377
2015/1/28,963.68,0.985347798
2015/1/29,956.51,0.992559771
2015/1/30,962.1,1.005844163
2015/2/2,949.29,0.986685376
2015/2/3,968.56,1.020299382
2015/2/4,962.48,0.99372264
2015/2/5,945.11,0.981952872
2015/2/6,948.09,1.003153072
2015/2/9,1000.77,1.055564345
2015/2/10,993.05,0.99228594
2015/2/11,994.52,1.001480288
2015/2/12,996.8,1.002292563
2015/2/13,990.94,0.994121188
2015/2/16,995.39,1.004490686
2015/2/17,989.47,0.994052582
2015/2/25,998.92,1.009550567
2015/2/26,1013.47,1.014565731
2015/2/27,1037.42,1.023631681
2015/3/2,1035.68,0.998322762
2015/3/3,1009.72,0.974934343
2015/3/4,1016.46,1.006675118
2015/3/5,1007.39,0.991076875
2015/3/6,997.07,0.989755705
2015/3/9,1040.19,1.043246713
2015/3/10,1019.93,0.980522789
2015/3/11,1042.47,1.022099556
2015/3/12,1046.65,1.004009708
2015/3/13,1031.23,0.985267281
2015/3/16,1052.13,1.02026706
2015/3/17,1068.48,1.015539905
2015/3/18,1083.03,1.013617475
2015/3/19,1060.39,0.979095685
2015/3/20,1048.82,0.98908892
2015/3/23,1059.3,1.009992182
2015/3/24,1062.61,1.003124705
2015/3/25,1046.81,0.985130951
2015/3/26,1078.2,1.029986339
