2013-11-13,695.31,-0.000833465,-0.08%
2013-11-14,692.19,-0.004487207,-0.45%
2013-11-15,689.16,-0.004377411,-0.44%
2013-11-18,689.40,0.00034825,0.03%
2013-11-19,686.18,-0.004670728,-0.47%
2013-11-20,682.53,-0.005319304,-0.53%
2013-11-21,666.20,-0.023925688,-2.39%
2013-11-22,665.28,-0.001380967,-0.14%
2013-11-25,677.10,0.017766955,1.78%
2013-11-26,672.54,-0.006734603,-0.67%
2013-11-27,672.40,-0.000208166,-0.02%
2013-11-28,681.43,0.013429506,1.34%
2013-11-29,679.55,-0.002758904,-0.28%
2013-12-02,657.16,-0.032948275,-3.29%
2013-12-03,661.01,0.005858543,0.59%
2013-12-04,665.33,0.006535453,0.65%
2013-12-05,658.17,-0.010761577,-1.08%
2013-12-06,666.63,0.012853822,1.29%
2013-12-09,662.74,-0.005835321,-0.58%
2013-12-10,657.98,-0.007182304,-0.72%
2013-12-11,655.29,-0.00408827,-0.41%
2013-12-12,655.34,7.63021E-05,0.01%
2013-12-13,655.34,0,0.00%
2013-12-16,638.86,-0.025147252,-2.51%
2013-12-17,640.01,0.001800081,0.18%
2013-12-18,636.55,-0.005406166,-0.54%
2013-12-19,630.12,-0.010101327,-1.01%
2013-12-20,608.49,-0.034326795,-3.43%
2013-12-23,607.82,-0.001101086,-0.11%
2013-12-24,608.30,0.000789707,0.08%
2013-12-25,606.62,-0.002761795,-0.28%
2013-12-26,599.32,-0.012033893,-1.20%
2013-12-27,606.33,0.011696589,1.17%
2013-12-30,597.97,-0.013787871,-1.38%
2013-12-31,616.81,0.031506597,3.15%
2014-01-02,605.28,-0.018692952,-1.87%
2014-01-03,595.67,-0.01587695,-1.59%
2014-01-06,580.05,-0.026222573,-2.62%
2014-01-07,579.24,-0.001396431,-0.14%
2014-01-08,573.66,-0.009633313,-0.96%
2014-01-09,573.37,-0.000505526,-0.05%
2014-01-10,573.04,-0.000575545,-0.06%
2014-01-13,576.02,0.005200335,0.52%
2014-01-14,582.84,0.011839867,1.18%
2014-01-15,570.59,-0.021017775,-2.10%
2014-01-16,586.11,0.027199916,2.72%
2014-01-17,577.99,-0.013854055,-1.39%
2014-01-20,609.17,0.05394557,5.39%
2014-01-21,610.13,0.001575915,0.16%
2014-01-22,644.62,0.056528936,5.65%
2014-01-23,644.24,-0.000589495,-0.06%
2014-01-24,651.01,0.010508506,1.05%
2014-01-27,676.24,0.038755165,3.88%
2014-01-28,668.89,-0.010868922,-1.09%
2014-01-29,658.27,-0.01587705,-1.59%
2014-01-30,635.16,-0.035107175,-3.51%
2014-02-07,643.28,0.01278418,1.28%
2014-02-10,638.33,-0.007694938,-0.77%
2014-02-11,644.00,0.008882553,0.89%
2014-02-12,644.53,0.000822981,0.08%
2014-02-13,651.83,0.011326083,1.13%
2014-02-14,686.57,0.053296105,5.33%
2014-02-17,720.58,0.0495361,4.95%
2014-02-18,706.32,-0.019789614,-1.98%
2014-02-19,718.42,0.017131045,1.71%
2014-02-20,715.83,-0.003605133,-0.36%
2014-02-21,716.26,0.000600701,0.06%
2014-02-24,709.25,-0.009786949,-0.98%
2014-02-25,684.02,-0.035572788,-3.56%
2014-02-26,682.39,-0.002382971,-0.24%
2014-02-27,696.42,0.02056009,2.06%
2014-02-28,720.78,0.034978892,3.50%
2014-03-03,744.37,0.032728433,3.27%
2014-03-04,737.02,-0.009874122,-0.99%
2014-03-05,767.96,0.041979865,4.20%
2014-03-06,778.34,0.013516329,1.35%
2014-03-07,795.10,0.021533006,2.15%
2014-03-10,754.02,-0.051666457,-5.17%
2014-03-11,779.20,0.03339434,3.34%
2014-03-12,761.66,-0.022510267,-2.25%
2014-03-13,792.12,0.039991597,4.00%
2014-03-14,787.32,-0.006059688,-0.61%
2014-03-17,799.81,0.015863944,1.59%
2014-03-18,823.11,0.029131919,2.91%
2014-03-19,837.77,0.017810499,1.78%
2014-03-20,812.83,-0.029769507,-2.98%
2014-03-21,823.50,0.013126976,1.31%
2014-03-24,822.97,-0.000643594,-0.06%
2014-03-25,801.44,-0.026161342,-2.62%
2014-03-26,761.47,-0.049872729,-4.99%
2014-03-27,757.48,-0.005239865,-0.52%
2014-03-28,733.36,-0.031842425,-3.18%
2014-03-31,743.26,0.013499509,1.35%
2014-04-01,780.69,0.050359228,5.04%
2014-04-02,795.82,0.019380292,1.94%
2014-04-03,794.24,-0.001985374,-0.20%
2014-04-04,788.23,-0.007566982,-0.76%
2014-04-08,790.54,0.002930617,0.29%
2014-04-09,784.82,-0.007235561,-0.72%
2014-04-10,814.42,0.037715655,3.77%
2014-04-11,845.98,0.038751504,3.88%
2014-04-14,837.72,-0.009763824,-0.98%
2014-04-15,838.34,0.000740104,0.07%
2014-04-16,821.67,-0.019884534,-1.99%
2014-04-17,841.75,0.024438035,2.44%
2014-04-18,842.28,0.000629641,0.06%
2014-04-21,826.62,-0.018592392,-1.86%
2014-04-22,827.01,0.000471801,0.05%
2014-04-23,845.89,0.022829228,2.28%
2014-04-24,844.45,-0.001702349,-0.17%
2014-04-25,791.26,-0.062987744,-6.30%
2014-04-28,782.13,-0.011538559,-1.15%
2014-04-29,785.97,0.00490967,0.49%
2014-04-30,787.37,0.001781238,0.18%
2014-05-05,769.93,-0.022149688,-2.21%
2014-05-06,772.52,0.003363942,0.34%
2014-05-07,771.90,-0.000802568,-0.08%
2014-05-08,771.95,6.47752E-05,0.01%
2014-05-09,771.70,-0.000323855,-0.03%
2014-05-12,773.10,0.001814176,0.18%
2014-05-13,772.28,-0.001060665,-0.11%
2014-05-14,746.00,-0.034029109,-3.40%
2014-05-15,750.23,0.005670241,0.57%
2014-05-16,745.47,-0.006344721,-0.63%
2014-05-19,710.98,-0.046266114,-4.63%
2014-05-20,696.56,-0.020281864,-2.03%
2014-05-21,725.49,0.041532675,4.15%
2014-05-22,720.92,-0.006299191,-0.63%
2014-05-23,731.73,0.014994729,1.50%
2014-05-26,737.83,0.008336408,0.83%
2014-05-27,736.06,-0.002398927,-0.24%
2014-05-28,739.61,0.004822976,0.48%
2014-05-29,741.29,0.002271467,0.23%
2014-05-30,736.15,-0.006933859,-0.69%
2014-06-03,733.99,-0.002934185,-0.29%
2014-06-04,726.21,-0.010599599,-1.06%
2014-06-05,743.60,0.023946241,2.39%
2014-06-06,737.93,-0.007625067,-0.76%
2014-06-09,736.20,-0.002344396,-0.23%
2014-06-10,743.74,0.010241782,1.02%
2014-06-11,739.61,-0.005553016,-0.56%
2014-06-12,733.32,-0.008504482,-0.85%
2014-06-13,734.18,0.001172749,0.12%
2014-06-16,741.92,0.010542374,1.05%
2014-06-17,736.01,-0.007965818,-0.80%
2014-06-18,737.88,0.002540726,0.25%
2014-06-19,733.80,-0.005529354,-0.55%
2014-06-20,735.96,0.002943581,0.29%
2014-06-23,751.00,0.020435893,2.04%
2014-06-24,785.88,0.04644474,4.64%
2014-06-25,772.32,-0.017254543,-1.73%
2014-06-26,769.12,-0.00414336,-0.41%
2014-06-27,762.28,-0.008893281,-0.89%
2014-06-30,770.96,0.011386892,1.14%
2014-07-01,769.82,-0.001478676,-0.15%
2014-07-02,771.51,0.002195318,0.22%
2014-07-03,777.91,0.008295421,0.83%
2014-07-04,778.24,0.000424214,0.04%
2014-07-07,782.80,0.005859375,0.59%
2014-07-08,772.05,-0.013732754,-1.37%
2014-07-09,766.95,-0.00660579,-0.66%
2014-07-10,765.86,-0.001421214,-0.14%
2014-07-11,770.37,0.005888805,0.59%
2014-07-14,813.26,0.055674546,5.57%
2014-07-15,835.20,0.026977842,2.70%
2014-07-16,839.33,0.004944923,0.49%
2014-07-17,834.88,-0.005301848,-0.53%
2014-07-18,874.14,0.047024722,4.70%
2014-07-21,874.14,0,0.00%
2014-07-22,886.19,0.013784977,1.38%
2014-07-23,889.94,0.004231598,0.42%
2014-07-24,887.98,-0.002202396,-0.22%
2014-07-25,889.88,0.002139688,0.21%
2014-07-28,891.89,0.002258732,0.23%
2014-07-29,874.57,-0.019419435,-1.94%
2014-07-30,860.72,-0.015836354,-1.58%
2014-07-31,870.28,0.01110698,1.11%
2014-08-01,885.00,0.016914097,1.69%
2014-08-04,892.71,0.008711864,0.87%
2014-08-05,902.75,0.011246653,1.12%
2014-08-06,886.84,-0.017623927,-1.76%
2014-08-07,872.07,-0.016654639,-1.67%
2014-08-08,880.43,0.009586386,0.96%
2014-08-11,885.48,0.005735834,0.57%
2014-08-12,879.89,-0.00631296,-0.63%
2014-08-13,882.34,0.002784439,0.28%
2014-08-14,876.74,-0.00634676,-0.63%
2014-08-15,877.18,0.000501859,0.05%
2014-08-18,867.46,-0.011080964,-1.11%
2014-08-19,861.65,-0.006697715,-0.67%
2014-08-20,879.67,0.020913364,2.09%
2014-08-21,868.65,-0.012527425,-1.25%
2014-08-22,864.85,-0.004374604,-0.44%
2014-08-25,862.03,-0.003260681,-0.33%
2014-08-26,856.43,-0.006496294,-0.65%
2014-08-27,849.10,-0.008558785,-0.86%
2014-08-28,847.20,-0.002237663,-0.22%
2014-08-29,859.20,0.014164306,1.42%
2014-09-01,860.40,0.001396648,0.14%
2014-09-02,882.72,0.025941423,2.59%
2014-09-03,894.99,0.013900218,1.39%
2014-09-04,896.29,0.00145253,0.15%
2014-09-05,909.59,0.014838947,1.48%
2014-09-09,890.97,-0.020470762,-2.05%
2014-09-10,890.05,-0.001032582,-0.10%
2014-09-11,879.57,-0.011774619,-1.18%
2014-09-12,882.12,0.002899144,0.29%
2014-09-15,865.61,-0.018716274,-1.87%
2014-09-16,855.02,-0.012234147,-1.22%
2014-09-17,859.20,0.004888775,0.49%
2014-09-18,864.74,0.006447858,0.64%
2014-09-19,873.43,0.010049263,1.00%
2014-09-22,852.20,-0.02430647,-2.43%
2014-09-23,855.13,0.00343816,0.34%
2014-09-24,869.85,0.017213757,1.72%
2014-09-25,880.71,0.012484911,1.25%
2014-09-26,881.36,0.000738041,0.07%
2014-09-29,882.23,0.000987111,0.10%
2014-09-30,880.38,-0.002096959,-0.21%
2014-10-08,872.78,-0.008632636,-0.86%
2014-10-09,868.87,-0.004479938,-0.45%
2014-10-10,863.49,-0.00619195,-0.62%
2014-10-13,847.64,-0.018355742,-1.84%
2014-10-14,841.17,-0.007632957,-0.76%
2014-10-15,854.26,0.015561658,1.56%
2014-10-16,854.26,0,0.00%
2014-10-17,860.02,0.006742678,0.67%
2014-10-20,852.09,-0.009220716,-0.92%
2014-10-21,860.45,0.00981117,0.98%
2014-10-22,863.82,0.003916555,0.39%
2014-10-23,863.66,-0.000185224,-0.02%
2014-10-24,862.73,-0.001076813,-0.11%
2014-10-27,855.24,-0.008681743,-0.87%
2014-10-28,861.97,0.007869136,0.79%
2014-10-29,859.58,-0.002772718,-0.28%
2014-10-30,843.94,-0.018194932,-1.82%
2014-10-31,850.79,0.008116691,0.81%
2014-11-03,844.81,-0.007028762,-0.70%
2014-11-04,822.06,-0.026929132,-2.69%
2014-11-05,793.61,-0.034608179,-3.46%
2014-11-06,799.04,0.006842152,0.68%
2014-11-07,803.87,0.006044754,0.60%
2014-11-10,834.98,0.038700287,3.87%
2014-11-11,832.70,-0.002730604,-0.27%
2014-11-12,830.21,-0.002990273,-0.30%
2014-11-13,823.09,-0.008576143,-0.86%
2014-11-14,854.10,0.037675102,3.77%
2014-11-17,869.09,0.017550638,1.76%
2014-11-18,845.19,-0.027500029,-2.75%
2014-11-19,831.18,-0.016576154,-1.66%
2014-11-20,818.21,-0.015604322,-1.56%
2014-11-21,831.51,0.016254996,1.63%
2014-11-24,835.96,0.00535171,0.54%
2014-11-25,839.71,0.004485861,0.45%
2014-11-26,846.82,0.008467209,0.85%
2014-11-27,850.79,0.004688127,0.47%
2014-11-28,846.22,-0.005371478,-0.54%
2014-12-01,869.14,0.027085155,2.71%
2014-12-02,875.00,0.006742297,0.67%
2014-12-03,895.04,0.022902857,2.29%
2014-12-04,945.54,0.056422059,5.64%
2014-12-05,928.11,-0.018433911,-1.84%
2014-12-08,939.24,0.011992113,1.20%
2014-12-09,938.65,-0.000628167,-0.06%
2014-12-10,976.98,0.040835242,4.08%
2014-12-11,955.10,-0.022395545,-2.24%
2014-12-12,958.90,0.003978641,0.40%
2014-12-15,999.35,0.042183752,4.22%
2014-12-16,980.84,-0.018522039,-1.85%
2014-12-17,972.37,-0.008635455,-0.86%
2014-12-18,973.83,0.001501486,0.15%
2014-12-19,981.87,0.008256061,0.83%
2014-12-22,999.68,0.018138857,1.81%
2014-12-23,"1,025.53",0.025858275,2.59%
2014-12-24,994.03,-0.030715825,-3.07%
2014-12-25,"1,009.07",0.015130328,1.51%
2014-12-26,"1,018.52",0.009365059,0.94%
2014-12-29,996.31,-0.02180615,-2.18%
2014-12-30,"1,014.56",0.018317592,1.83%
2014-12-31,"1,029.65",0.014873443,1.49%
2015-01-05,"1,099.70",0.068032827,6.80%
2015-01-06,"1,074.23",-0.023160862,-2.32%
2015-01-07,"1,047.68",-0.024715378,-2.47%
2015-01-08,"1,041.27",-0.00611828,-0.61%
2015-01-09,"1,033.40",-0.007558078,-0.76%
2015-01-12,"1,012.33",-0.020389007,-2.04%
2015-01-13,"1,003.91",-0.008317446,-0.83%
2015-01-14,994.68,-0.009194051,-0.92%
2015-01-15,"1,010.38",0.015783971,1.58%
2015-01-16,"1,010.59",0.000207843,0.02%
2015-01-19,952.87,-0.057115151,-5.71%
2015-01-20,966.99,0.014818391,1.48%
2015-01-21,990.23,0.024033341,2.40%
2015-01-22,984.09,-0.00620058,-0.62%
2015-01-23,982.95,-0.001158431,-0.12%
2015-01-26,992.62,0.009837733,0.98%
2015-01-27,978.01,-0.014718623,-1.47%
2015-01-28,963.68,-0.014652202,-1.47%
2015-01-29,956.51,-0.007440229,-0.74%
2015-01-30,962.10,0.005844163,0.58%
2015-02-02,949.29,-0.013314624,-1.33%
2015-02-03,968.56,0.020299382,2.03%
2015-02-04,962.48,-0.00627736,-0.63%
2015-02-05,945.11,-0.018047128,-1.80%
2015-02-06,948.09,0.003153072,0.32%
2015-02-09,"1,000.77",0.055564345,5.56%
2015-02-10,993.05,-0.00771406,-0.77%
2015-02-11,994.52,0.001480288,0.15%
2015-02-12,996.80,0.002292563,0.23%
2015-02-13,990.94,-0.005878812,-0.59%
2015-02-16,995.39,0.004490686,0.45%
2015-02-17,989.47,-0.005947418,-0.59%
2015-02-25,998.92,0.009550567,0.96%
2015-02-26,"1,013.47",0.014565731,1.46%
2015-02-27,"1,037.42",0.023631681,2.36%
2015-03-02,"1,035.68",-0.001677238,-0.17%
2015-03-03,"1,009.72",-0.025065657,-2.51%
2015-03-04,"1,016.46",0.006675118,0.67%
2015-03-05,"1,007.39",-0.008923125,-0.89%
2015-03-06,997.07,-0.010244295,-1.02%
2015-03-09,"1,040.19",0.043246713,4.32%
2015-03-10,"1,019.93",-0.019477211,-1.95%
2015-03-11,"1,042.47",0.022099556,2.21%
2015-03-12,"1,046.65",0.004009708,0.40%
2015-03-13,"1,031.23",-0.014732719,-1.47%
2015-03-16,"1,052.13",0.02026706,2.03%
2015-03-17,"1,068.48",0.015539905,1.55%
2015-03-18,"1,083.03",0.013617475,1.36%
2015-03-19,"1,060.39",-0.020904315,-2.09%
2015-03-20,"1,048.82",-0.01091108,-1.09%
2015-03-23,"1,059.30",0.009992182,1.00%
2015-03-24,"1,062.61",0.003124705,0.31%
2015-03-25,"1,046.81",-0.014869049,-1.49%
2015-03-26,"1,078.20",0.029986339,3.00%
2015-03-27,"1,056.42",-0.020200334,-2.02%
2015-03-30,"1,068.48",0.011415914,1.14%
2015-03-31,"1,064.08",-0.004117999,-0.41%
2015-04-01,"1,060.71",-0.003167055,-0.32%
2015-04-02,"1,056.59",-0.003884191,-0.39%
2015-04-03,"1,068.70",0.011461399,1.15%
2015-04-07,"1,089.66",0.019612613,1.96%
2015-04-08,"1,110.45",0.019079346,1.91%
2015-04-09,"1,086.02",-0.02200009,-2.20%
2015-04-10,"1,087.21",0.001095744,0.11%
2015-04-13,"1,107.20",0.018386512,1.84%
2015-04-14,"1,118.60",0.010296243,1.03%
2015-04-15,"1,116.97",-0.001457179,-0.15%
2015-04-16,"1,228.67",0.100002686,10.00%
2015-04-17,"1,262.82",0.027794282,2.78%
2015-04-20,"1,270.80",0.00631919,0.63%
2015-04-21,"1,397.87",0.099992131,10.00%
2015-04-22,"1,432.95",0.025095324,2.51%
2015-04-23,"1,390.32",-0.029749817,-2.97%
2015-04-24,"1,403.62",0.009566143,0.96%
2015-04-27,"1,388.96",-0.010444422,-1.04%
2015-04-28,"1,346.06",-0.030886419,-3.09%
2015-04-29,"1,356.33",0.007629675,0.76%
2015-04-30,"1,369.63",0.009805873,0.98%
2015-05-04,"1,384.51",0.010864248,1.09%
2015-05-05,"1,308.38",-0.054986963,-5.50%
2015-05-06,"1,317.77",0.007176814,0.72%
2015-05-07,"1,329.99",0.009273242,0.93%
2015-05-08,"1,380.17",0.037729607,3.77%
2015-05-11,"1,397.92",0.012860735,1.29%
2015-05-12,"1,381.52",-0.011731716,-1.17%
2015-05-13,"1,392.27",0.007781284,0.78%
2015-05-14,"1,365.18",-0.019457433,-1.95%
2015-05-15,"1,331.29",-0.024824565,-2.48%
2015-05-18,"1,309.41",-0.016435187,-1.64%
2015-05-19,"1,357.74",0.036909753,3.69%
2015-05-20,"1,378.97",0.015636278,1.56%
2015-05-21,"1,404.17",0.018274509,1.83%
2015-05-22,"1,497.94",0.066779663,6.68%
2015-05-25,"1,557.51",0.039767948,3.98%
2015-05-26,"1,550.51",-0.004494353,-0.45%
2015-05-27,"1,503.59",-0.030261011,-3.03%
2015-05-28,"1,417.85",-0.057023524,-5.70%
2015-05-29,"1,432.62",0.010417181,1.04%
2015-06-01,"1,474.05",0.028919043,2.89%
2015-06-02,"1,447.77",-0.017828432,-1.78%
2015-06-03,"1,426.97",-0.014366923,-1.44%
2015-06-04,"1,402.10",-0.017428537,-1.74%
2015-06-05,"1,378.37",-0.016924613,-1.69%
2015-06-08,"1,437.02",0.042550259,4.26%
2015-06-09,"1,406.56",-0.021196643,-2.12%
2015-06-10,"1,417.52",0.00779206,0.78%
2015-06-11,"1,412.15",-0.003788306,-0.38%
2015-06-12,"1,444.40",0.022837517,2.28%
